0|000039|20161115|9710
0|000529|20161115|-436
0|000595|20161115|10840
0|000838|20161115|11961
0|000923|20161115|-8179
0|002066|20161115|4945
0|002082|20161115|6216
0|002114|20161115|-2981
0|002231|20161115|5512
0|002287|20161115|9598
0|002486|20161115|-9434
0|002752|20161115|2101
0|002752|20161115|-3779
0|002785|20161115|-8523
0|002785|20161115|-8523
0|002817|20161115|5173
0|002817|20161115|5173
0|300052|20161115|7815
0|300160|20161115|5671
0|300441|20161115|2711
0|300481|20161115|7886
0|300492|20161115|1404
0|300494|20161115|4855
0|300499|20161115|1744
0|300503|20161115|-4794
0|300526|20161115|-5052
0|300551|20161115|-2834
0|300551|20161115|-2834
0|300552|20161115|-204
0|300552|20161115|-204
0|300566|20161115|7
1|600098|20161115|5760
1|600336|20161115|3112
1|600715|20161115|-12665
1|601008|20161115|8534
1|601880|20161115|8659
1|601882|20161115|0
1|603060|20161115|12
1|603258|20161115|7811
1|603556|20161115|230
1|603667|20161115|-22563
1|603888|20161115|33812
0|000301|20161116|2314
0|000413|20161116|13513
0|000595|20161116|-2120
0|000605|20161116|-5453
0|000659|20161116|-9950
0|000715|20161116|2179
0|000838|20161116|-34211
0|000981|20161116|3224
0|002098|20161116|2000
0|002102|20161116|-6888
0|002113|20161116|12602
0|002139|20161116|13727
0|002346|20161116|4605
0|002408|20161116|-3838
0|002451|20161116|5124
0|002486|20161116|-4552
0|002564|20161116|3184
0|002564|20161116|3944
0|002647|20161116|-6486
0|002651|20161116|-15196
0|002712|20161116|4766
0|002746|20161116|-8007
0|002785|20161116|-5374
0|002817|20161116|-760
0|002819|20161116|10
0|300019|20161116|3993
0|300023|20161116|5119
0|300386|20161116|11415
0|300432|20161116|9451
0|300441|20161116|-564
0|300441|20161116|-564
0|300481|20161116|-10326
0|300492|20161116|1074
0|300494|20161116|-3837
0|300552|20161116|-1089
0|300552|20161116|-1089
0|300562|20161116|5
1|600280|20161116|1668
1|600626|20161116|6684
1|600679|20161116|4374
1|600917|20161116|-30871
1|600917|20161116|-30871
1|600917|20161116|-30871
1|601229|20161116|1234
1|601882|20161116|8
1|603060|20161116|30
1|603060|20161116|53
1|603203|20161116|45
1|603300|20161116|1235
1|603598|20161116|5387
1|603716|20161116|935
1|603859|20161116|15969
1|603888|20161116|-17476
1|603977|20161116|17
